"Indikator","Ausprägung","Jahr","id","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Basiswert.3","Basiswert.4","Basiswert.5","Name.Basiswert.1","Name.Basiswert.2","Name.Basiswert.3","Name.Basiswert.4","Name.Basiswert.5"
"Bevölkerungsdichte","insgesamt",2000,"02","Ludwigsvorstadt - Isarvorstadt",10099,44451,4.4,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"03","Maxvorstadt",9708,41726,4.3,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"04","Schwabing - West",12328,53789,4.4,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"05","Au - Haidhausen",12330,52028,4.2,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"06","Sendling",8749,34462,3.9,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"07","Sendling - Westpark",6192,48388,7.8,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"08","Schwanthalerhöhe",12019,24883,2.1,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"09","Neuhausen - Nymphenburg",6347,81968,12.9,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"10","Moosach",4102,45507,11.1,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"11","Milbertshofen - Am Hart",4489,60225,13.4,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"12","Schwabing - Freimann",2246,57653,25.7,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"13","Bogenhausen",2994,70984,23.7,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"14","Berg am Laim",5862,37017,6.3,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"15","Trudering - Riem",1915,43003,22.5,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"16","Ramersdorf - Perlach",5026,99995,19.9,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"17","Obergiesing - Fasangarten",7687,43974,5.7,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"18","Untergiesing - Harlaching",5729,46153,8.1,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"19","Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",4324,76762,17.8,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"20","Hadern",4520,41689,9.2,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"21","Pasing - Obermenzing",3622,59758,16.5,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"22","Aubing - Lochhausen - Langwied",1099,37423,34.1,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"23","Allach - Untermenzing",1727,26682,15.5,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"24","Feldmoching - Hasenbergl",1811,52413,28.9,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
"Bevölkerungsdichte","insgesamt",2000,"25","Laim",9182,48534,5.3,NA,NA,NA,"Hauptwohnsitzbevölkerung (insgesamt)","Fläche in km²",NA,NA,NA
